id_studenta;imię;nazwisko;uczelnia;miejsce_zam;rok_studiow;dochod_na_osobe
110;Ireneusz;Alotek;Politechnika Informatyczno-Elektroniczna;Myslowice;I;3140
174;Kuba;Hauser;Politechnika Informatyczno-Elektroniczna;Myslowice;IV;2481
215;Katarzyna;Schmidt;Politechnika Informatyczno-Elektroniczna;Myslowice;IV;2151
540;Alina;Charemska;Politechnika Informatyczno-Elektroniczna;Myslowice;I;1847
551;Grzegorz;Kinski;Politechnika Informatyczno-Elektroniczna;Myslowice;I;3000
641;Tomasz;Koscielny;Politechnika Informatyczno-Elektroniczna;Myslowice;II;2245
642;Ada;Drukarczyk;Politechnika Informatyczno-Elektroniczna;Myslowice;I;2353
751;Andrzej;Kacperski;Politechnika Informatyczno-Elektroniczna;Myslowice;I;2370
765;Pawel;Janicki;Politechnika Informatyczno-Elektroniczna;Myslowice;V;1067
1314;Tomasz;Krolikiewicz;Politechnika Informatyczno-Elektroniczna;Myslowice;III;2856
515;Danuta;Kapusta;Politechnika Informatyczno-Elektroniczna;Myszkow;I;2708
696;Krzysztof;Bladowicz;Politechnika Informatyczno-Elektroniczna;Myszkow;I;2004
783;Kamil;Slimak;Politechnika Informatyczno-Elektroniczna;Myszkow;V;2585
1496;Alan;Nieszporek;Politechnika Informatyczno-Elektroniczna;Myszkow;I;1921
601;Elzbieta;Sikora;Politechnika Informatyczno-Elektroniczna;Naleczow;IV;2468
1276;Zygmunt;Szczygielski;Politechnika Informatyczno-Elektroniczna;Naleczow;II;2500
1301;Michalina;Mol;Politechnika Informatyczno-Elektroniczna;Naleczow;IV;2081
1473;Jan;Orlowski;Politechnika Informatyczno-Elektroniczna;Naleczow;I;1314
1500;Paulina;Andruszewska;Politechnika Informatyczno-Elektroniczna;Naleczow;I;766
138;Danuta;Zasada;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;525
660;Karolina;Naparstek;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;2409
746;Michal;Kurtyka;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;IV;1445
810;Adam;Jankowski;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;2449
925;Adam;Zareba;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;985
1468;Walery;Susel;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;III;2097
1470;Maria;Bujaczka;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;1216
71;Boleslaw;Ludziejewski;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;2979
769;Honorata;Milosz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;III;761
1368;Antoni;Buchalterz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;III;1308
1420;Beata;Rejkowicz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;1822
1187;Rafal;Eminowicz;Politechnika Informatyczno-Elektroniczna;Nysa;IV;2555
1258;Dariusz;Reszczynski;Politechnika Informatyczno-Elektroniczna;Nysa;I;1048
367;Jacek;Winogrodzki;Politechnika Informatyczno-Elektroniczna;Ogrodniki;I;1004
65;Beata;Grabowska;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;V;2838
99;Cezary;Karpowicz;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;2993
319;Dominik;Felinski;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;V;2842
362;Grazyna;Chojacka;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;2543
456;Danuta;Banaszczykiewicz;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;2423
491;Anna;Barska;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;II;1047
683;Jaroslaw;Walewski;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;II;356
1603;Adrian;Melnik;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;424
496;Michal;Sawicki;Politechnika Informatyczno-Elektroniczna;Olkusz;II;451
909;Monika;Drzewiecka;Politechnika Informatyczno-Elektroniczna;Olkusz;I;1736
1580;Slawomir;Malcharek;Politechnika Informatyczno-Elektroniczna;Olkusz;II;607
421;Sebastian;Alot;Politechnika Informatyczno-Elektroniczna;Ostroleka;II;634
108;Jolanta;Czubacka;Politechnika Informatyczno-Elektroniczna;Oswiecim;I;2385
623;Joanna;Letka;Politechnika Informatyczno-Elektroniczna;Oswiecim;II;2560
1270;Andrzej;Konik;Politechnika Informatyczno-Elektroniczna;Oswiecim;IV;1498
1406;Adam;Grzmot;Politechnika Informatyczno-Elektroniczna;Oswiecim;V;890
465;Jerzy;Bodnarczyk;Politechnika Informatyczno-Elektroniczna;Piechowice;I;3260
658;Artur;Dartcjan;Politechnika Informatyczno-Elektroniczna;Piechowice;I;1008
360;Irena;Fudecka;Politechnika Informatyczno-Elektroniczna;Pilica;I;3215
146;Krzysztof;Wroblewski;Politechnika Informatyczno-Elektroniczna;Piotrkow Trybunalski;I;919
929;Renata;Banachowicz;Politechnika Informatyczno-Elektroniczna;Piotrkow Trybunalski;I;464
488;Bohdan;Mrozowski;Politechnika Informatyczno-Elektroniczna;Piwniczna-Zdroj;I;2851
369;Walery;Latka;Politechnika Informatyczno-Elektroniczna;Plock;V;1126
995;Ewa;Szepelak;Politechnika Informatyczno-Elektroniczna;Plock;I;2284
851;Tomasz;Wojtkiewicz;Politechnika Informatyczno-Elektroniczna;Poznan;I;2811
1007;Frydryk;Wenc;Politechnika Informatyczno-Elektroniczna;Poznan;V;1452
953;Zygmunt;Grzmil;Politechnika Informatyczno-Elektroniczna;Prudnik;II;1346
1161;Dyta;Nowakowska;Politechnika Informatyczno-Elektroniczna;Prudnik;V;1435
1586;Maria;Kazmierowska;Politechnika Informatyczno-Elektroniczna;Prudnik;I;859
414;Dawid;Trzebiatowski;Politechnika Informatyczno-Elektroniczna;Przasnysz;I;2037
364;Agnieszka;Nawrot;Politechnika Informatyczno-Elektroniczna;Przemysl;I;1142
833;Krystian;Dziwulski;Politechnika Informatyczno-Elektroniczna;Przemysl;I;2368
946;Boleslaw;Bialowasicz;Politechnika Informatyczno-Elektroniczna;Przemysl;I;2057
1040;Zdzislawa;Hejak;Politechnika Informatyczno-Elektroniczna;Przemysl;IV;2233
1070;Barbara;Czarnecka;Politechnika Informatyczno-Elektroniczna;Przemysl;V;2940
867;Elzbieta;Wieczorek;Politechnika Informatyczno-Elektroniczna;Pszczyna;IV;3214
1021;Anna;Klubicka;Politechnika Informatyczno-Elektroniczna;Pulawy;I;2039
382;Ewelina;Ewertowska;Politechnika Informatyczno-Elektroniczna;Pyrzowice;I;2601
838;Miron;Raban;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;1362
1227;Piotr;Jaworski;Politechnika Informatyczno-Elektroniczna;Pyrzowice;I;2303
1365;Marcin;Janeczek;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;628
1416;Antoni;Graczyk;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;2209
412;Roza;Szklarczyk;Politechnika Informatyczno-Elektroniczna;Pyrzyce;II;2605
962;Jan;Karbowniczek;Politechnika Informatyczno-Elektroniczna;Pyrzyce;IV;2865
162;Marcin;Hebda;Politechnika Informatyczno-Elektroniczna;Rabka;I;2725
377;Anita;Wiwatowicz;Politechnika Informatyczno-Elektroniczna;Rabka;I;399
396;Anna;Klemczak;Politechnika Informatyczno-Elektroniczna;Rabka;I;1814
673;Klara;Lipiec;Politechnika Informatyczno-Elektroniczna;Rabka;I;355
750;Tadeusz;Staron;Politechnika Informatyczno-Elektroniczna;Rabka;IV;2198
824;Piotr;Hardy;Politechnika Informatyczno-Elektroniczna;Rabka;I;2849
1029;Roman;Badurzewski;Politechnika Informatyczno-Elektroniczna;Rabka;I;2135
7;Gracja;Bijakowska;Politechnika Informatyczno-Elektroniczna;Raciborz;V;1482
95;Janina;Lina;Politechnika Informatyczno-Elektroniczna;Raciborz;I;2968
535;Agnieszka;Otwocka;Politechnika Informatyczno-Elektroniczna;Raciborz;I;3176
691;Karolina;Tomsza;Politechnika Informatyczno-Elektroniczna;Raciborz;I;767
1183;Anna;Dziwak;Politechnika Informatyczno-Elektroniczna;Raciborz;I;2519
116;Jaromir;Gonczyk;Politechnika Informatyczno-Elektroniczna;Radom;III;2523
330;Barbara;Bakan;Politechnika Informatyczno-Elektroniczna;Radom;I;1218
388;Wlodzimierz;Komik;Politechnika Informatyczno-Elektroniczna;Radom;III;1032
532;Natalia;Pypno;Politechnika Informatyczno-Elektroniczna;Radom;I;1139
578;Wislaw;Kowalski;Politechnika Informatyczno-Elektroniczna;Radom;II;3208
712;Antoni;Wojtyra;Politechnika Informatyczno-Elektroniczna;Radom;I;2404
911;Jan;Sztonyk;Politechnika Informatyczno-Elektroniczna;Radom;I;2533
70;Igor;Krynicki;Politechnika Informatyczno-Elektroniczna;Rajcza;I;1248
231;Jerzy;Bargiel;Politechnika Informatyczno-Elektroniczna;Rajcza;I;898
268;Alicja;Kobus;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2409
794;Jan;Kozakowski;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2539
890;Piotr;Bajer;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2408
1410;Piotr;Papier;Politechnika Informatyczno-Elektroniczna;Rajcza;I;987
1489;Zbigniew;Fijas;Politechnika Informatyczno-Elektroniczna;Rajcza;II;2746
1539;Henryk;Barylka;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2909
506;Nikodem;Dyzma;Politechnika Informatyczno-Elektroniczna;Rogoznik;II;3079
652;Emilia;Banach;Politechnika Informatyczno-Elektroniczna;Rogoznik;I;2695
831;Szymon;Czaja;Politechnika Informatyczno-Elektroniczna;Rogoznik;V;912
883;Anna;Szyma;Politechnika Informatyczno-Elektroniczna;Rogoznik;IV;753
258;Wojciech;Bugaj;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;2657
283;Adrian;Baka;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;3195
294;Robert;Pilski;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;1756
1086;Kuba;Sonarska;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;966
1146;Filip;Zukowski;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;1740
1302;Marcin;Wolak;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;II;775
1347;Magdalena;Antos;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;430
1597;Marek;Kwolek;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;2982
354;Zuzanna;Rutkowska;Politechnika Informatyczno-Elektroniczna;Rybnik;I;2320
426;Kamil;Babula;Politechnika Informatyczno-Elektroniczna;Rybnik;I;1058
888;Karol;Myrcik;Politechnika Informatyczno-Elektroniczna;Rybnik;II;2011
1084;Adam;Kalka;Politechnika Informatyczno-Elektroniczna;Rybnik;I;427
1184;Monika;Nocun;Politechnika Informatyczno-Elektroniczna;Rybnik;I;1744
594;Danuta;Chyza;Politechnika Informatyczno-Elektroniczna;Rzeszow;III;1787
910;Renata;Kalwas;Politechnika Informatyczno-Elektroniczna;Rzeszow;IV;1252
1181;Wojciech;Bartus;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;1185
1280;Adam;Bodny;Politechnika Informatyczno-Elektroniczna;Rzeszow;IV;1207
1355;Bernard;Kregiel;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;2289
282;Eleonora;Kosa;Politechnika Informatyczno-Elektroniczna;Sanok;I;455
323;Tomasz;Krawczyk;Politechnika Informatyczno-Elektroniczna;Sanok;II;1655
872;Dagmara;Szumska;Politechnika Informatyczno-Elektroniczna;Sanok;I;2039
978;Piotr;Jablonski;Politechnika Informatyczno-Elektroniczna;Sanok;V;1185
1403;Patryk;Zychowicz;Politechnika Informatyczno-Elektroniczna;Sanok;I;2391
395;Karol;Antonowicz;Politechnika Informatyczno-Elektroniczna;Siedlce;I;654
482;Katarzyna;Skutnik;Politechnika Informatyczno-Elektroniczna;Siedlce;I;3124
697;Maciej;Kula;Politechnika Informatyczno-Elektroniczna;Siedlce;I;2418
1222;Anna;Mikocka;Politechnika Informatyczno-Elektroniczna;Siedlce;II;1680
443;Teresa;Krzesaj;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;II;2126
476;Boguslawa;Sobota;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;II;2866
1038;Andrzej;Dubala;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;2519
1045;Zofia;Skrzydlewska;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;V;1545
1260;Krystian;Pieniak;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1949
1315;Wiktor;Holynski;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;V;2522
1358;Andrzej;Korzeniewski;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;3116
1465;Adam;Wojtas;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1906
1480;Magdalena;Sznyrowska;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1096
1108;Wojciech;Gorski;Politechnika Informatyczno-Elektroniczna;Sieradz;III;2548
1320;Jakub;Magielewski;Politechnika Informatyczno-Elektroniczna;Sieradz;I;3116
119;Katarzyna;Dwornik;Politechnika Informatyczno-Elektroniczna;Siewierz;I;2745
820;Celina;Mieleszko;Politechnika Informatyczno-Elektroniczna;Siewierz;I;667
1582;Aleksander;Polak;Politechnika Informatyczno-Elektroniczna;Siewierz;I;1516
640;Zuzanna;Wronska;Politechnika Informatyczno-Elektroniczna;Skierniewice;II;878
1526;Tadeusz;Sienkiewicz;Politechnika Informatyczno-Elektroniczna;Skierniewice;II;3207
159;Inga;Barskacz;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2848
160;Jerzy;Lubec;Politechnika Informatyczno-Elektroniczna;Slawkow;I;1599
800;Patryk;Kopytko;Politechnika Informatyczno-Elektroniczna;Slawkow;I;3142
1052;Malgorzata;Katowska;Politechnika Informatyczno-Elektroniczna;Slawkow;I;3076
1104;Anna;Stefanska;Politechnika Informatyczno-Elektroniczna;Slawkow;I;2185
1230;Tomasz;Wozniak;Politechnika Informatyczno-Elektroniczna;Slawkow;III;1695
228;Urszula;Legnicka;Politechnika Informatyczno-Elektroniczna;Sopot;II;468
232;Tomasz;Broniarz;Politechnika Informatyczno-Elektroniczna;Sopot;III;1123
196;Jan;Sikorski;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;2217
545;Anna;Smela;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;1375
719;Klementyna;Mrozinska;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;1079
1046;Miloslaw;Kozik;Politechnika Informatyczno-Elektroniczna;Sosnicowice;III;2367
1265;Lidia;Juzak;Politechnika Informatyczno-Elektroniczna;Sosnicowice;III;1073
47;Dominik;Zagajewski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;V;448
374;Barbara;Marczak;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;1566
393;Barbara;Mianowska;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;486
605;Barbara;Banowska;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;2846
1061;Katarzyna;Augustynik;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;3052
1223;Karol;Abramczyk;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;2638
1228;Daniel;Felinski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;I;2268
1529;Slawomir;Balcerowski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;II;1236
801;Monika;Mielecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;669
886;Jadwiga;Osinska;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;II;1004
1147;Jadwiga;Graniecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;1499
1307;Rafal;Ramotowski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;IV;861
1431;Pawel;Zmelty;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;397
1433;Kajetan;Szczepanski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;IV;2369
1436;Alina;Miekus;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;896
66;Stefania;Zakrzewska;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;II;420
805;Jozef;Krosno;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;I;1102
1264;Krystyna;Barszczyk;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;I;2407
1381;Maciej;Proniewicz;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;III;1252
552;Patryk;Brylok;Politechnika Informatyczno-Elektroniczna;Suwalki;I;3007
158;Michal;Wojciechowski;Politechnika Informatyczno-Elektroniczna;Swiecko;V;2423
460;Bartosz;Dudek;Politechnika Informatyczno-Elektroniczna;Swiecko;IV;2948
179;Kacper;Fastnacht;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;998
429;Bartosz;Bonkowski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;983
454;Stanislaw;Anczewski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;II;2305
764;Barbara;Chrzanowska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;997
885;Wladyslawa;Konwicka;Politechnika Informatyczno-Elektroniczna;Swietochlowice;V;1259
951;Wielislaw;Watroba;Politechnika Informatyczno-Elektroniczna;Swietochlowice;III;1035
1034;Anna;Halinowska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;1934
1338;Witold;Witkowski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;II;2162
1352;Rafal;Blocki;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;2425
1479;Halina;Fido;Politechnika Informatyczno-Elektroniczna;Swietochlowice;IV;3069
1525;Jakub;Wilinski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;III;1525
1012;Halina;Klimaszewska;Politechnika Informatyczno-Elektroniczna;Szamotuly;I;2138
637;Miron;Sledziak;Politechnika Informatyczno-Elektroniczna;Szczecin;III;2397
168;Hanna;Wrona;Politechnika Informatyczno-Elektroniczna;Szczekociny;V;1493
566;Adam;Bialczak;Politechnika Informatyczno-Elektroniczna;Szczekociny;I;1676
816;Dorota;Zybowska;Politechnika Informatyczno-Elektroniczna;Szczekociny;I;1338
1065;Mateusz;Mrusz;Politechnika Informatyczno-Elektroniczna;Szczekociny;II;1808
1486;Ewelina;Marzec;Politechnika Informatyczno-Elektroniczna;Szczekociny;II;1993
59;Maciej;Drozdzik;Politechnika Informatyczno-Elektroniczna;Szczyrk;V;1142
109;Andrzej;Jurkowski;Politechnika Informatyczno-Elektroniczna;Szczyrk;IV;1487
564;Sylwester;Jasinski;Politechnika Informatyczno-Elektroniczna;Szczyrk;III;1216
677;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;Szczyrk;IV;2456
734;Helena;Kotlarz;Politechnika Informatyczno-Elektroniczna;Szczyrk;I;559
861;Andrzej;Koziol;Politechnika Informatyczno-Elektroniczna;Szczyrk;V;1428
230;Aureliusz;Dabrowski ;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;II;2910
344;Henryk;Mordyan;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1126
504;Beata;Wittek;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;V;1008
618;Piotr;Pienkowski;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1425
881;Franciszek;Kucharski;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;IV;2317
1532;Krystyna;Damska;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1502
1589;Irena;Magiera;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1898
120;Celina;Wisniewska;Politechnika Informatyczno-Elektroniczna;Tarnow;I;822
433;Michal;Klimisz;Politechnika Informatyczno-Elektroniczna;Tarnow;III;3092
1116;Adelajda;Nucinska;Politechnika Informatyczno-Elektroniczna;Tarnow;V;1289
1344;Anna;Rolek;Politechnika Informatyczno-Elektroniczna;Tarnow;II;615
1372;Lukasz;Ostrobramski;Politechnika Informatyczno-Elektroniczna;Tarnow;II;2376
370;Jaroslaw;Sierpien;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;III;831
381;Anna;Kaczmarek;Politechnika Informatyczno-Elektroniczna;Terespol;III;2076
458;Ewelina;Blada;Politechnika Informatyczno-Elektroniczna;Terespol;IV;1961
490;Katarzyna;Kruczek;Politechnika Informatyczno-Elektroniczna;Tomaszow Lubelski;I;2107
923;Danuta;Chmielewska;Politechnika Informatyczno-Elektroniczna;Tomaszow Lubelski;V;1936
980;Adelajda;Sobczak;Politechnika Informatyczno-Elektroniczna;Trzebinia;I;1087
1494;Krystian;Dunaj;Politechnika Informatyczno-Elektroniczna;Trzebinia;V;2634
1371;Bronislawa;Zwozniak;Politechnika Informatyczno-Elektroniczna;Tworog;III;2009
359;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;Tychy;III;513
397;Mieczyslawa;Szymczyk;Politechnika Informatyczno-Elektroniczna;Tychy;I;1136
1014;Jadwiga;Tarkowska;Politechnika Informatyczno-Elektroniczna;Tychy;II;558
1288;Roksana;Sokolowska;Politechnika Informatyczno-Elektroniczna;Tychy;V;2430
1490;Grazyna;Sikorowicz;Politechnika Informatyczno-Elektroniczna;Tychy;I;505
1491;Ireneusz;Szydlak;Politechnika Informatyczno-Elektroniczna;Tychy;II;1971
1566;Zbigniew;Ostrowski;Politechnika Informatyczno-Elektroniczna;Tychy;II;2095
770;Zofia;Luszczyk;Politechnika Informatyczno-Elektroniczna;Ustron;II;2409
1090;Kazimiera;Sobiecka;Politechnika Informatyczno-Elektroniczna;Ustron;I;1402
1404;Malgorzata;Bedka;Politechnika Informatyczno-Elektroniczna;Ustron;II;2494
167;Dorota;Pietrowicz;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1071
270;Norbert;Boronski;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1317
648;Malwina;Kabala;Politechnika Informatyczno-Elektroniczna;Wadowice;I;2691
718;Adam;Bledowski;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1956
1140;Wioletta;Zawadzka;Politechnika Informatyczno-Elektroniczna;Wadowice;II;2254
1413;Dominika;Kierat;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1493
1437;Lidia;Sroda;Politechnika Informatyczno-Elektroniczna;Wadowice;IV;1577
1612;Wladyslawa;Bijak;Politechnika Informatyczno-Elektroniczna;Wadowice;V;1271
1189;Zbigniew;Adamczyk;Politechnika Informatyczno-Elektroniczna;Walbrzych;III;2121
1443;Jadwiga;Duzy;Politechnika Informatyczno-Elektroniczna;Walce;I;2256
1510;Wieslaw;Helski;Politechnika Informatyczno-Elektroniczna;Walce;II;534
197;Teresa;Polaska;Politechnika Informatyczno-Elektroniczna;Warszawa;II;2771
904;Tomasz;Dudzinski;Politechnika Informatyczno-Elektroniczna;Warszawa;V;744
1401;Lukasz;Bajor;Politechnika Informatyczno-Elektroniczna;Warszawa;I;1527
50;Marek;Frymarkiewicz;Politechnika Informatyczno-Elektroniczna;Wegorzewo;I;1712
1081;Katarzyna;Hohenberg;Politechnika Informatyczno-Elektroniczna;Wegorzewo;I;1653
860;Robert;Rurski;Politechnika Informatyczno-Elektroniczna;Wejherowo;II;1955
1026;Ewa;Holda;Politechnika Informatyczno-Elektroniczna;Wejherowo;II;628
674;Jacek;Zuchowicz;Politechnika Informatyczno-Elektroniczna;Wisla;II;1668
1139;Karolina;Wozniakiewicz;Politechnika Informatyczno-Elektroniczna;Wisla;I;2909
1316;Kazimierz;Celejewski;Politechnika Informatyczno-Elektroniczna;Wisla;I;568
509;Anita;Chalbinska;Politechnika Informatyczno-Elektroniczna;Witonia;I;1772
704;Aleksy;Borkowski;Politechnika Informatyczno-Elektroniczna;Witonia;IV;1035
756;Miroslawa;Prawy;Politechnika Informatyczno-Elektroniczna;Wlodowice;V;3156
559;Andrzej;Baran;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;1390
913;Zofia;Kruszewska;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;V;1700
934;Magdalena;Kulig;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;715
355;Franciszek;Mikulski;Politechnika Informatyczno-Elektroniczna;Wojkowice;II;598
689;Celina;Pietras;Politechnika Informatyczno-Elektroniczna;Wojkowice;V;2872
955;Mateusz;Mazurkiewicz;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;3000
1142;Hanna;Bidowska;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;2551
1598;Anna;Galaszewska;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;3016
760;Agnieszka;Chmielarz;Politechnika Informatyczno-Elektroniczna;Wolbrom;I;2139
1043;Kamil;Kucharski;Politechnika Informatyczno-Elektroniczna;Wolbrom;II;923
1530;Tomasz;Witas;Politechnika Informatyczno-Elektroniczna;Wolbrom;II;2728
56;Michal;Grzesiak;Politechnika Informatyczno-Elektroniczna;Wroclaw;V;2239
356;Aleksander;Chinski;Politechnika Informatyczno-Elektroniczna;Wroclaw;I;3251
428;Anna;Hebda;Politechnika Informatyczno-Elektroniczna;Wroclaw;V;1070
430;Jozefa;Wysocka;Politechnika Informatyczno-Elektroniczna;Wroclaw;II;2497
893;Celina;Mirow;Politechnika Informatyczno-Elektroniczna;Wroclaw;I;2732
304;Wojciech;Fujarewicz;Politechnika Informatyczno-Elektroniczna;Zabrze;II;2125
616;Danuta;Telejko;Politechnika Informatyczno-Elektroniczna;Zabrze;IV;996
825;Radoslawa;Poniedzialek;Politechnika Informatyczno-Elektroniczna;Zabrze;V;1720
863;Martyn;Wisniewski;Politechnika Informatyczno-Elektroniczna;Zabrze;V;2380
1002;Zofia;Bartczak;Politechnika Informatyczno-Elektroniczna;Zabrze;II;1551
139;Aleksander;Rutkowski;Politechnika Informatyczno-Elektroniczna;Zakopane;IV;560
188;Ewelia;Michaliska;Politechnika Informatyczno-Elektroniczna;Zakopane;I;2309
316;Grzegorz;Balon;Politechnika Informatyczno-Elektroniczna;Zakopane;III;917
1524;Ryszard;Lubaszka;Politechnika Informatyczno-Elektroniczna;Zakopane;II;1399
391;Bartosz;Pawlowski;Politechnika Informatyczno-Elektroniczna;Zambrow;I;1150
320;Arkadiusz;Maciejewski;Politechnika Informatyczno-Elektroniczna;Zamosc;IV;1879
539;Adam;Gumowski;Politechnika Informatyczno-Elektroniczna;Zamosc;I;3059
603;Kinga;Kaszyca;Politechnika Informatyczno-Elektroniczna;Zamosc;I;1299
986;Barbara;Krzeczkowska;Politechnika Informatyczno-Elektroniczna;Zamosc;I;1418
1269;Monika;Antoszewska;Politechnika Informatyczno-Elektroniczna;Zamosc;I;2847
80;Artur;Duszczyk;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;715
275;Iwona;Wegier;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;1344
434;Agnieszka;Bartkowiak;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;3034
732;Bronislawa;Michalska;Politechnika Informatyczno-Elektroniczna;Zawiercie;II;3097
255;Fryderyka;Slowik;Politechnika Informatyczno-Elektroniczna;Zgorzelec;IV;438
617;Michal;Rokosz;Politechnika Informatyczno-Elektroniczna;Zgorzelec;II;751
333;Ewelina;Kocharyan;Politechnika Informatyczno-Elektroniczna;Zory;I;1118
653;Wiktoria;Gorska;Politechnika Informatyczno-Elektroniczna;Zory;II;391
748;Danuta;Bodnar;Politechnika Informatyczno-Elektroniczna;Zory;III;1543
